run	nr	colony	petridish	treatment	sample_type	conc	fluorescence_week1	fluorescence_week2	well	row	column	plate													
2	17	C39	4.4	high	ant	NA	2241.5	NA	D4	D	04	2.6													
2	18	C39	4.4	high	ant	NA	2750.25	NA	E4	E	04	2.6													
2	19	C39	4.4	high	ant	NA	2222.25	NA	F4	F	04	2.6													
2	20	C39	4.4	high	ant	NA	3021.5	NA	G4	G	04	2.6													
2	21	C39	4.4	high	ant	NA	394	NA	H4	H	04	2.6													
2	22	C39	4.4	high	ant	NA	2617	NA	A5	A	05	2.6													
2	23	C39	4.4	high	ant	NA	1723.75	NA	B5	B	05	2.6													
2	24	C39	4.4	high	ant	NA	991.5	NA	C5	C	05	2.6													
2	25	C39	4.4	high	ant	NA	3974	NA	D5	D	05	2.6													
2	26	C39	4.4	high	ant	NA	947	NA	E5	E	05	2.6													
2	27	C39	4.4	high	ant	NA	3004.25	NA	F5	F	05	2.6													
2	NA	NA	NA	blank	negative_ant	NA	586	NA	G5	G	05	2.6													
2	NA	NA	NA	blank	negative_ant	NA	409.25	NA	H5	H	05	2.6													
2	NA	NA	NA	blank	negative_ant	NA	590.75	NA	A6	A	06	2.6													
2	NA	NA	NA	blank	negative_ant	NA	665.75	NA	B6	B	06	2.6													
2	NA	NA	NA	blank	negative_ant	NA	476.25	NA	C6	C	06	2.6													
2	NA	NA	NA	blank	negative_ant	NA	739	NA	D6	D	06	2.6													
2	NA	NA	NA	blank	blank_pbs	NA	88.5	NA	E6	E	06	2.6													
2	NA	NA	NA	blank	blank_pbs	NA	91.75	NA	F6	F	06	2.6													
2	NA	NA	NA	blank	blank_pbs	NA	94.5	NA	G6	G	06	2.6													
2	NA	NA	NA	blank	blank_pbs	NA	87	NA	H6	H	06	2.6													
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
