Observation_id,Observation_date,Trial,Media_file,Total_length,FPS,Subject,Behavior,Modifiers,Behavior_type,Start_(s),Stop_(s),Duration_(s),Comment_start,Replicate
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,552.182,552.182,NA,IN CONTACT WITH PINK (6),9
REPLICATE 10 TRIAL 7,04/03/2022,"10, S","Q:/Rachael/replicate 10 (03-03, 04-03)/00055.2.MTS",1209.38,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,6.838,6.838,NA,IN CONTACT WITH GREEN/YELLOW (9),10
REPLICATE 13 TRIAL 10,10/03/2022,"10, S","Q:/Rachael/replicate 13 (09-03, 10-03)/200092.MTS",1213.94,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,89.783,89.783,NA,IN CONTACT WITH YELLOW (3),13
REPLICATE 18 TRIAL 9,10/08/2022,"10, S","Q:/Rachael/replicate 18 (09-08, 10-08)/200107.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,219.538,219.538,NA,IN CONTACT WITH GREEN (4),18
REPLICATE 18 TRIAL 9,10/08/2022,"10, S","Q:/Rachael/replicate 18 (09-08, 10-08)/200108.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,away from brood",POINT,709.737,709.737,NA,IN CONTACT WITH WHITE (5),18
REPLICATE 1 TRIAL 11,17/02/2022,"10, S","Q:/Rachael/replicate 1 (16-02, 17-02)/00020.2.MTS",1220.15,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,67.424,67.424,NA,IN CONTACT WITH RED (2),1
REPLICATE 1 TRIAL 11,17/02/2022,"10, S","Q:/Rachael/replicate 1 (16-02, 17-02)/00020.2.MTS",1220.15,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,497.54,497.54,NA,IN CONTACT WITH GREEN (4),1
REPLICATE 1 TRIAL 11,17/02/2022,"10, S","Q:/Rachael/replicate 1 (16-02, 17-02)/00021.2.MTS",1220.15,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,1112.936,1112.936,NA,IN CONTACT WITH PINK (6),1
REPLICATE 3 TRIAL 12,22/02/2022,"10, S","Q:/Rachael/replicate 3 (21-02, 22-02)/00035.2.MTS",1209.78,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,61.11,61.11,NA,IN CONTACT WITH GREEN (4),3
REPLICATE 4 TRIAL 10,23/02/2022,"10, S","Q:/Rachael/replicate 4 (22-02, 23-02)/00024.2.MTS",1211.3,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,99.77,99.77,NA,IN CONTACT WITH RED (2),4
REPLICATE 6 TRIAL 7,25/02/2022,"10, S","Q:/Rachael/replicate 6 (24-02, 25-02)/00030.2.MTS",1209.38,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,549.157,549.157,NA,IN CONTACT WITH PINK (6),6
REPLICATE 8 TRIAL 6,02/03/2022,"10, S","Q:/Rachael/replicate 8 (01-03, 02-03)/00047.MTS",1213.7,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,187.78,187.78,NA,IN CONTACT WITH PINK (6),8
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,599.893,599.893,NA,IN CONTACT WITH YELLOW (3),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,600.433,600.433,NA,IN CONTACT WITH YELLOW (3),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,601.06,601.06,NA,IN CONTACT WITH YELLOW (3),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,672.349,672.349,NA,IN CONTACT WITH ORANGE (7),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,752.291,752.291,NA,IN CONTACT WITH RED/YELLOW (11),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,759.49,759.49,NA,IN CONTACT WITH GREEN/WHITE (10),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,955.469,955.469,NA,IN CONTACT WITH RED/YELLOW (11),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,990.58,990.58,NA,IN CONTACT WITH RED (2),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,992.201,992.201,NA,IN CONTACT WITH RED (2),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,998.413,998.413,NA,IN CONTACT WITH ORANGE (7),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,1009.215,1009.215,NA,IN CONTACT WITH PINK (6),9
REPLICATE 11 TRIAL 6,08/03/2022,"10, S","Q:/Rachael/replicate 11 (07-03, 08-03)/00082.MTS",1212.38,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,130.331,130.331,NA,IN CONTACT WITH RED/WHITE (8),11
REPLICATE 11 TRIAL 6,08/03/2022,"10, S","Q:/Rachael/replicate 11 (07-03, 08-03)/00082.MTS",1212.38,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,168.14,168.14,NA,IN CONTACT WITH WHITE (5),11
REPLICATE 13 TRIAL 10,10/03/2022,"10, S","Q:/Rachael/replicate 13 (09-03, 10-03)/200092.MTS",1213.94,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,5.205,5.205,NA,IN CONTACT WITH RED/YELLOW (11),13
REPLICATE 13 TRIAL 10,10/03/2022,"10, S","Q:/Rachael/replicate 13 (09-03, 10-03)/200092.MTS",1213.94,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,67.811,67.811,NA,IN CONTACT WITH RED/YELLOW (11),13
REPLICATE 13 TRIAL 10,10/03/2022,"10, S","Q:/Rachael/replicate 13 (09-03, 10-03)/200092.MTS",1213.94,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,234.401,234.401,NA,IN CONTACT WITH YELLOW (3),13
REPLICATE 16 TRIAL 2,16/03/2022,"10, S","Q:/Rachael/replicate 16 (15-03, 16-03)/00089.MTS",1207.94,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,48.124,48.124,NA,IN CONTACT WITH RED/WHITE (8),16
REPLICATE 17 TRIAL 11,09/08/2022,"10, S","Q:/Rachael/replicate 17 (08-08, 09-08)/200116.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,410.716,410.716,NA,IN CONTACT WITH GREEN/YELLOW (11),17
REPLICATE 17 TRIAL 11,09/08/2022,"10, S","Q:/Rachael/replicate 17 (08-08, 09-08)/200116.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,42.436,42.436,NA,IN CONTACT WITH PINK (6),17
REPLICATE 17 TRIAL 11,09/08/2022,"10, S","Q:/Rachael/replicate 17 (08-08, 09-08)/200116.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,90.863,90.863,NA,IN CONTACT WITH PINK (6),17
REPLICATE 17 TRIAL 11,09/08/2022,"10, S","Q:/Rachael/replicate 17 (08-08, 09-08)/200116.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,14.289,14.289,NA,IN CONTACT WITH YELLOW (3),17
REPLICATE 18 TRIAL 9,10/08/2022,"10, S","Q:/Rachael/replicate 18 (09-08, 10-08)/200107.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,32.644,32.644,NA,IN CONTACT WITH GREEN (4),18
REPLICATE 18 TRIAL 9,10/08/2022,"10, S","Q:/Rachael/replicate 18 (09-08, 10-08)/200107.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,175.446,175.446,NA,IN CONTACT WITH ORANGE (7),18
REPLICATE 18 TRIAL 9,10/08/2022,"10, S","Q:/Rachael/replicate 18 (09-08, 10-08)/200107.MTS",1208.42,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,181.566,181.566,NA,IN CONTACT WITH ORANGE (7),18
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,467.622,467.622,NA,IN CONTACT WITH GREEN (4),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,30.487,30.487,NA,IN CONTACT WITH GREEN/WHITE (10),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,34.534,34.534,NA,IN CONTACT WITH GREEN/WHITE (10),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,35.073,35.073,NA,IN CONTACT WITH GREEN/WHITE (10),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,154.408,154.408,NA,IN CONTACT WITH GREEN/WHITE (10),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,190.403,190.403,NA,IN CONTACT WITH GREEN/WHITE (10),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,62.848,62.848,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,63.479,63.479,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,65.638,65.638,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,66.446,66.446,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,68.336,68.336,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,72.386,72.386,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,73.046,73.046,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,75.117,75.117,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,80.137,80.137,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,88.238,88.238,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,93.277,93.277,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,451.043,451.043,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,513.143,513.143,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,514.316,514.316,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00120.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,710.644,710.644,NA,IN CONTACT WITH GREEN/YELLOW (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,37.682,37.682,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,38.042,38.042,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,41.551,41.551,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,45.062,45.062,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,47.22,47.22,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,101.915,101.915,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,109.403,109.403,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,308.484,308.484,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,489.745,489.745,NA,IN CONTACT WITH PINK (6),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,425.932,425.932,NA,IN CONTACT WITH RED (2),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,418.194,418.194,NA,IN CONTACT WITH RED (2) AND GREEN (4),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00120.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,696.876,696.876,NA,IN CONTACT WITH RED/GREEN (11),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,466.164,466.164,NA,IN CONTACT WITH RED/GREEN (9),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,600.176,600.176,NA,IN CONTACT WITH WHITE (5),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,602.694,602.694,NA,IN CONTACT WITH WHITE (5),19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,630.052,630.052,NA,IN CONTACT WITH WHITE (5),19
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200136.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,180.863,180.863,NA,IN CONTACT WITH GREEN (4),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200136.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,212.905,212.905,NA,IN CONTACT WITH RED (2),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200137.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,735.618,735.618,NA,IN CONTACT WITH RED (2),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200137.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,1095.559,1095.559,NA,IN CONTACT WITH RED (2),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200136.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,36.876,36.876,NA,IN CONTACT WITH RED/GREEN (9),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200136.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,38.134,38.134,NA,IN CONTACT WITH RED/GREEN (9),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200136.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,395.694,395.694,NA,IN CONTACT WITH YELLOW (3),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200137.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,746.565,746.565,NA,IN CONTACT WITH YELLOW (3),21
REPLICATE 21 TRIAL 8,16/08/2022,"10, S","Q:/Rachael/replicate 21 (15-08, 16-08)/200137.MTS",1207.46,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,1089.534,1089.534,NA,IN CONTACT WITH YELLOW (3),21
REPLICATE 23 TRIAL 1,18/08/2022,"10, S","Q:/Rachael/replicate 23 (17-08, 18-08)/00136.MTS",1210.82,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,459.596,459.596,NA,IN CONTACT WITH WHITE (5),23
REPLICATE 23 TRIAL 1,18/08/2022,"10, S","Q:/Rachael/replicate 23 (17-08, 18-08)/00136.MTS",1210.82,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,471.204,471.204,NA,IN CONTACT WITH WHITE (5),23
REPLICATE 23 TRIAL 1,18/08/2022,"10, S","Q:/Rachael/replicate 23 (17-08, 18-08)/00136.MTS",1210.82,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,635.472,635.472,NA,IN CONTACT WITH WHITE (5),23
REPLICATE 23 TRIAL 1,18/08/2022,"10, S","Q:/Rachael/replicate 23 (17-08, 18-08)/00137.MTS",1210.82,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,636.131,636.131,NA,IN CONTACT WITH WHITE (5),23
REPLICATE 24 TRIAL 12,19/08/2022,"10, S","Q:/Rachael/replicate 24 (18-08, 19-08)/200138.MTS",1206.98,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,89.873,89.873,NA,IN CONTACT WITH RED/YELLOW (11),24
REPLICATE 24 TRIAL 12,19/08/2022,"10, S","Q:/Rachael/replicate 24 (18-08, 19-08)/200138.MTS",1206.98,50,ANT 1,T,"large twitch,single twitch,in contact with nestmate,near brood",POINT,109.76,109.76,NA,IN CONTACT WITH RED/YELLOW (11),24
REPLICATE 11 TRIAL 6,08/03/2022,"10, S","Q:/Rachael/replicate 11 (07-03, 08-03)/00082.MTS",1212.38,25,ANT 1,T,"large twitch,single twitch,in contact with nestmate,on brood",POINT,612.678,612.678,NA,IN CONTACT WITH RED (2),11
REPLICATE 1 TRIAL 11,17/02/2022,"10, S","Q:/Rachael/replicate 1 (16-02, 17-02)/00020.2.MTS",1220.15,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,73.259,73.259,NA,,1
REPLICATE 4 TRIAL 10,23/02/2022,"10, S","Q:/Rachael/replicate 4 (22-02, 23-02)/00024.2.MTS",1211.3,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,106.068,106.068,NA,,4
REPLICATE 8 TRIAL 6,02/03/2022,"10, S","Q:/Rachael/replicate 8 (01-03, 02-03)/00047.MTS",1213.7,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,517.106,517.106,NA,,8
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,986.347,986.347,NA,IN CONTACT WITH RED/YELLOW (11),9
REPLICATE 9 TRIAL 1,03/03/2022,"10, S","Q:/Rachael/replicate 9 (02-03, 03-03)/00060.MTS",1208.72,25,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,989.767,989.767,NA,,9
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,623.664,623.664,NA,,19
REPLICATE 19 TRIAL 5,11/08/2022,"10, S","Q:/Rachael/replicate 19 (10-08, 11-08)/00119.MTS",1206.5,50,ANT 1,T,"large twitch,single twitch,isolated twitch/alone,near brood",POINT,623.666,623.666,NA,,19
REPLICATE 23 TRIAL 1,18/08/2022,"10, S","Q:/Rachael/replicate 23 (17-08, 18-08)/00136.MTS",1210.82,50,ANT 1,T,"Small twitch,part of a repetitive set,in contact with multiple nestmates,away from brood",POINT,23.466,23.466,NA,IN CONTACT WITH YELLOW (3),23
REPLICATE 4 TRIAL 10,23/02/2022,"10, S","Q:/Rachael/replicate 4 (22-02, 23-02)/00024.2.MTS",1211.3,50,ANT 1,T,"Small twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,186.335,186.335,NA,IN CONTACT WITH RED/GREEN (9),4
REPLICATE 4 TRIAL 10,23/02/2022,"10, S","Q:/Rachael/replicate 4 (22-02, 23-02)/00024.2.MTS",1211.3,50,ANT 1,T,"Small twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,186.787,186.787,NA,IN CONTACT WITH RED/GREEN (9),4
REPLICATE 6 TRIAL 7,25/02/2022,"10, S","Q:/Rachael/replicate 6 (24-02, 25-02)/00030.2.MTS",1209.38,50,ANT 1,T,"Small twitch,part of a repetitive set,in contact with nestmate,away from brood",POINT,103.288,103.288,NA,IN CONTACT WITH GREEN (4),6
REPLICATE 6 TRIAL 7,25/02/2022,"10, S","Q:/Rachael/replicate 6 (24-02, 25-02)/00030.2.MTS",1209.38,50,ANT 1,T,"Small twitch,part of a repetitive set,in contact with nestmate,near brood",POINT,310.785,310.785,NA,IN CONTACT WITH GREEN/YELLOW (9),6
