sequence	number 	id 	treatment_1	treatment_2	treat	day	collection_date	days_since_collection	date	queen	eggs	larva	pupae	adults	active	position	measurement_y2	weight_queen	weight_20adults	final	virus_feeding	year	survivial 
2065	25	L5V	low	virus	4	41	30.06.2016	83	21.09.2016	1	36	15	12	0	NA	NA	NA	NA	NA	no	no	1	1
2066	26	L6C	low	control	3	41	30.06.2016	83	21.09.2016	1	38	16	13	0	NA	NA	NA	NA	NA	no	no	1	1
2067	27	L7C	low	control	3	41	30.06.2016	83	21.09.2016	1	43	14	11	0	NA	NA	NA	NA	NA	no	no	1	1
2068	28	L8C	low	control	3	41	30.06.2016	83	21.09.2016	1	42	4	19	0	NA	NA	NA	NA	NA	no	no	1	1
2069	29	L9V	low	virus	4	41	30.06.2016	83	21.09.2016	1	51	8	14	0	NA	NA	NA	NA	NA	no	no	1	1
2070	30	L10V	low	virus	4	41	30.06.2016	83	21.09.2016	1	32	11	16	0	NA	NA	NA	NA	NA	no	no	1	0
2071	31	L11C	low	control	3	41	30.06.2016	83	21.09.2016	1	36	13	12	0	NA	NA	NA	NA	NA	no	no	1	1
2072	32	L12V	low	virus	4	41	30.06.2016	83	21.09.2016	1	41	9	18	0	NA	NA	NA	NA	NA	no	no	1	1
2073	33	L13V	low	virus	4	41	30.06.2016	83	21.09.2016	1	38	13	17	0	NA	NA	NA	NA	NA	no	no	1	1
2074	34	L14C	low	control	3	41	30.06.2016	83	21.09.2016	1	40	12	16	0	NA	NA	NA	NA	NA	no	no	1	0
2075	35	L15V	low	virus	4	41	30.06.2016	83	21.09.2016	1	38	21	16	0	NA	NA	NA	NA	NA	no	no	1	1
2076	36	L16V	low	virus	4	41	30.06.2016	83	21.09.2016	1	7	41	6	0	NA	NA	NA	NA	NA	no	no	1	1
2077	37	L17C	low	control	3	41	30.06.2016	83	21.09.2016	1	52	17	18	0	NA	NA	NA	NA	NA	no	no	1	1
2078	38	L18C	low	control	3	41	30.06.2016	83	21.09.2016	1	33	18	14	0	NA	NA	NA	NA	NA	no	no	1	1
2079	39	L19C	low	control	3	41	30.06.2016	83	21.09.2016	1	31	14	22	0	NA	NA	NA	NA	NA	no	no	1	1
2080	40	L20V	low	virus	4	41	30.06.2016	83	21.09.2016	1	58	10	18	0	NA	NA	NA	NA	NA	no	no	1	1
2081	41	H1V	high	virus	6	41	30.06.2016	83	21.09.2016	1	84	1	13	0	NA	NA	NA	NA	NA	no	no	1	1
2082	42	H2C	high	control	5	41	30.06.2016	83	21.09.2016	1	42	11	15	0	NA	NA	NA	NA	NA	no	no	1	1
2083	43	H3V	high	virus	6	41	30.06.2016	83	21.09.2016	1	40	18	13	0	NA	NA	NA	NA	NA	no	no	1	1
2084	44	H4C	high	control	5	41	30.06.2016	83	21.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2085	45	H5V	high	virus	6	41	30.06.2016	83	21.09.2016	1	43	19	14	0	NA	NA	NA	NA	NA	no	no	1	1
2086	46	H6C	high	control	5	41	30.06.2016	83	21.09.2016	1	36	20	18	0	NA	NA	NA	NA	NA	no	no	1	1
2087	47	H7C	high	control	5	41	30.06.2016	83	21.09.2016	1	33	9	13	0	NA	NA	NA	NA	NA	no	no	1	1
2088	48	H8V	high	virus	6	41	30.06.2016	83	21.09.2016	1	58	5	17	0	NA	NA	NA	NA	NA	no	no	1	1
2089	49	H9V	high	virus	6	41	30.06.2016	83	21.09.2016	1	34	12	21	0	NA	NA	NA	NA	NA	no	no	1	1
2090	50	H10C	high	control	5	41	30.06.2016	83	21.09.2016	1	41	20	15	0	NA	NA	NA	NA	NA	no	no	1	1
2091	51	H11V	high	virus	6	41	30.06.2016	83	21.09.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
2092	52	H12C	high	control	5	41	30.06.2016	83	21.09.2016	1	37	13	11	0	NA	NA	NA	NA	NA	no	no	1	1
2093	53	H13V	high	virus	6	41	30.06.2016	83	21.09.2016	1	58	13	14	0	NA	NA	NA	NA	NA	no	no	1	1
2094	54	H14C	high	control	5	41	30.06.2016	83	21.09.2016	1	26	15	17	0	NA	NA	NA	NA	NA	no	no	1	1
2095	55	H15V	high	virus	6	41	30.06.2016	83	21.09.2016	1	59	12	15	0	NA	NA	NA	NA	NA	no	no	1	1
2096	56	H16C	high	control	5	41	30.06.2016	83	21.09.2016	1	18	18	11	0	NA	NA	NA	NA	NA	no	no	1	1
2097	57	H17V	high	virus	6	41	30.06.2016	83	21.09.2016	1	39	18	19	0	NA	NA	NA	NA	NA	no	no	1	1
2098	58	H18V	high	virus	6	41	30.06.2016	83	21.09.2016	1	0	1	0	0	NA	NA	NA	NA	NA	no	no	1	0
2099	59	H19C	high	control	5	41	30.06.2016	83	21.09.2016	1	68	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
2100	60	H20C	high	control	5	41	30.06.2016	83	21.09.2016	1	34	14	23	0	NA	NA	NA	NA	NA	no	no	1	1
2101	1	C1V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2102	2	C2C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2103	3	C3C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2104	4	C4V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2105	5	C5V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2106	6	C6C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2107	7	C7C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2108	8	C8V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2109	9	C9C	control	control	1	43	30.06.2016	85	23.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2110	10	C10C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2111	11	C11V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2112	12	C12C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2113	13	C13V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2114	14	C14C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2115	15	C15V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2116	16	C16V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2117	17	C17V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2118	18	C18V	control	virus	2	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2119	19	C19C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2120	20	C20C	control	control	1	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2121	21	L1V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2122	22	L2V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2123	23	L3C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2124	24	L4C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2125	25	L5V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2126	26	L6C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2127	27	L7C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2128	28	L8C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2129	29	L9V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2130	30	L10V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2131	31	L11C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2132	32	L12V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2133	33	L13V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2134	34	L14C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2135	35	L15V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2136	36	L16V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2137	37	L17C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2138	38	L18C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2139	39	L19C	low	control	3	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2140	40	L20V	low	virus	4	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2141	41	H1V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2142	42	H2C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2143	43	H3V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2144	44	H4C	high	control	5	43	30.06.2016	85	23.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2145	45	H5V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2146	46	H6C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2147	47	H7C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2148	48	H8V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2149	49	H9V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2150	50	H10C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2151	51	H11V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2152	52	H12C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2153	53	H13V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2154	54	H14C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2155	55	H15V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2156	56	H16C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2157	57	H17V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2158	58	H18V	high	virus	6	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2159	59	H19C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	0
2160	60	H20C	high	control	5	43	30.06.2016	85	23.09.2016	1	NA	NA	0	0	NA	NA	NA	NA	NA	no	no	1	1
2161	1	C1V	control	virus	2	44	30.06.2016	86	24.09.2016	1	45	16	19	0	NA	NA	NA	NA	NA	no	no	1	1
2162	2	C2C	control	control	1	44	30.06.2016	86	24.09.2016	1	48	13	20	0	NA	NA	NA	NA	NA	no	no	1	1
2163	3	C3C	control	control	1	44	30.06.2016	86	24.09.2016	1	58	2	10	0	NA	NA	NA	NA	NA	no	no	1	1
2164	4	C4V	control	virus	2	44	30.06.2016	86	24.09.2016	1	34	11	17	0	NA	NA	NA	NA	NA	no	no	1	1
2165	5	C5V	control	virus	2	44	30.06.2016	86	24.09.2016	1	37	7	4	0	NA	NA	NA	NA	NA	no	no	1	1
2166	6	C6C	control	control	1	44	30.06.2016	86	24.09.2016	1	36	17	11	0	NA	NA	NA	NA	NA	no	no	1	1
2167	7	C7C	control	control	1	44	30.06.2016	86	24.09.2016	1	35	14	16	0	NA	NA	NA	NA	NA	no	no	1	1
2168	8	C8V	control	virus	2	44	30.06.2016	86	24.09.2016	1	98	1	1	0	NA	NA	NA	NA	NA	no	no	1	1
2169	9	C9C	control	control	1	44	30.06.2016	86	24.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2170	10	C10C	control	control	1	44	30.06.2016	86	24.09.2016	1	45	6	20	0	NA	NA	NA	NA	NA	no	no	1	1
2171	11	C11V	control	virus	2	44	30.06.2016	86	24.09.2016	1	40	11	16	0	NA	NA	NA	NA	NA	no	no	1	1
2172	12	C12C	control	control	1	44	30.06.2016	86	24.09.2016	1	36	22	15	0	NA	NA	NA	NA	NA	no	no	1	0
2173	13	C13V	control	virus	2	44	30.06.2016	86	24.09.2016	1	7	5	7	0	NA	NA	NA	NA	NA	no	no	1	1
2174	14	C14C	control	control	1	44	30.06.2016	86	24.09.2016	1	26	27	18	0	NA	NA	NA	NA	NA	no	no	1	1
2175	15	C15V	control	virus	2	44	30.06.2016	86	24.09.2016	1	39	13	17	0	NA	NA	NA	NA	NA	no	no	1	0
2176	16	C16V	control	virus	2	44	30.06.2016	86	24.09.2016	1	39	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
2177	17	C17V	control	virus	2	44	30.06.2016	86	24.09.2016	1	22	11	18	0	NA	NA	NA	NA	NA	no	no	1	1
2178	18	C18V	control	virus	2	44	30.06.2016	86	24.09.2016	1	1	32	6	0	NA	NA	NA	NA	NA	no	no	1	1
2179	19	C19C	control	control	1	44	30.06.2016	86	24.09.2016	1	49	24	11	0	NA	NA	NA	NA	NA	no	no	1	1
2180	20	C20C	control	control	1	44	30.06.2016	86	24.09.2016	1	38	18	17	0	NA	NA	NA	NA	NA	no	no	1	1
2181	21	L1V	low	virus	4	44	30.06.2016	86	24.09.2016	1	36	14	13	0	NA	NA	NA	NA	NA	no	no	1	1
2182	22	L2V	low	virus	4	44	30.06.2016	86	24.09.2016	1	37	15	14	0	NA	NA	NA	NA	NA	no	no	1	1
2183	23	L3C	low	control	3	44	30.06.2016	86	24.09.2016	1	36	20	16	0	NA	NA	NA	NA	NA	no	no	1	0
2184	24	L4C	low	control	3	44	30.06.2016	86	24.09.2016	1	37	15	19	0	NA	NA	NA	NA	NA	no	no	1	1
2185	25	L5V	low	virus	4	44	30.06.2016	86	24.09.2016	1	39	15	12	0	NA	NA	NA	NA	NA	no	no	1	1
2186	26	L6C	low	control	3	44	30.06.2016	86	24.09.2016	1	44	18	13	0	NA	NA	NA	NA	NA	no	no	1	1
2187	27	L7C	low	control	3	44	30.06.2016	86	24.09.2016	1	30	15	11	0	NA	NA	NA	NA	NA	no	no	1	1
2188	28	L8C	low	control	3	44	30.06.2016	86	24.09.2016	1	38	4	19	0	NA	NA	NA	NA	NA	no	no	1	1
2189	29	L9V	low	virus	4	44	30.06.2016	86	24.09.2016	1	56	8	14	0	NA	NA	NA	NA	NA	no	no	1	1
2190	30	L10V	low	virus	4	44	30.06.2016	86	24.09.2016	1	23	11	16	0	NA	NA	NA	NA	NA	no	no	1	0
2191	31	L11C	low	control	3	44	30.06.2016	86	24.09.2016	1	39	16	12	0	NA	NA	NA	NA	NA	no	no	1	1
2192	32	L12V	low	virus	4	44	30.06.2016	86	24.09.2016	1	34	4	18	0	NA	NA	NA	NA	NA	no	no	1	1
2193	33	L13V	low	virus	4	44	30.06.2016	86	24.09.2016	1	42	13	17	0	NA	NA	NA	NA	NA	no	no	1	1
2194	34	L14C	low	control	3	44	30.06.2016	86	24.09.2016	1	31	12	16	0	NA	NA	NA	NA	NA	no	no	1	0
2195	35	L15V	low	virus	4	44	30.06.2016	86	24.09.2016	1	36	20	17	0	NA	NA	NA	NA	NA	no	no	1	1
2196	36	L16V	low	virus	4	44	30.06.2016	86	24.09.2016	1	7	41	6	0	NA	NA	NA	NA	NA	no	no	1	1
2197	37	L17C	low	control	3	44	30.06.2016	86	24.09.2016	1	43	17	18	0	NA	NA	NA	NA	NA	no	no	1	1
2198	38	L18C	low	control	3	44	30.06.2016	86	24.09.2016	1	33	18	14	0	NA	NA	NA	NA	NA	no	no	1	1
2199	39	L19C	low	control	3	44	30.06.2016	86	24.09.2016	1	31	14	22	0	NA	NA	NA	NA	NA	no	no	1	1
2200	40	L20V	low	virus	4	44	30.06.2016	86	24.09.2016	1	58	10	18	0	NA	NA	NA	NA	NA	no	no	1	1
2201	41	H1V	high	virus	6	44	30.06.2016	86	24.09.2016	1	81	1	13	0	NA	NA	NA	NA	NA	no	no	1	1
2202	42	H2C	high	control	5	44	30.06.2016	86	24.09.2016	1	34	14	16	0	NA	NA	NA	NA	NA	no	no	1	1
2203	43	H3V	high	virus	6	44	30.06.2016	86	24.09.2016	1	36	15	13	0	NA	NA	NA	NA	NA	no	no	1	1
2204	44	H4C	high	control	5	44	30.06.2016	86	24.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2205	45	H5V	high	virus	6	44	30.06.2016	86	24.09.2016	1	38	19	14	0	NA	NA	NA	NA	NA	no	no	1	1
2206	46	H6C	high	control	5	44	30.06.2016	86	24.09.2016	1	34	22	18	0	NA	NA	NA	NA	NA	no	no	1	1
2207	47	H7C	high	control	5	44	30.06.2016	86	24.09.2016	1	33	9	14	0	NA	NA	NA	NA	NA	no	no	1	1
2208	48	H8V	high	virus	6	44	30.06.2016	86	24.09.2016	1	47	5	17	0	NA	NA	NA	NA	NA	no	no	1	1
2209	49	H9V	high	virus	6	44	30.06.2016	86	24.09.2016	1	30	14	22	0	NA	NA	NA	NA	NA	no	no	1	1
2210	50	H10C	high	control	5	44	30.06.2016	86	24.09.2016	1	35	24	15	0	NA	NA	NA	NA	NA	no	no	1	1
2211	51	H11V	high	virus	6	44	30.06.2016	86	24.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2212	52	H12C	high	control	5	44	30.06.2016	86	24.09.2016	1	43	13	11	0	NA	NA	NA	NA	NA	no	no	1	1
2213	53	H13V	high	virus	6	44	30.06.2016	86	24.09.2016	1	60	13	14	0	NA	NA	NA	NA	NA	no	no	1	1
2214	54	H14C	high	control	5	44	30.06.2016	86	24.09.2016	1	27	15	17	0	NA	NA	NA	NA	NA	no	no	1	1
2215	55	H15V	high	virus	6	44	30.06.2016	86	24.09.2016	1	48	12	15	0	NA	NA	NA	NA	NA	no	no	1	1
2216	56	H16C	high	control	5	44	30.06.2016	86	24.09.2016	1	16	18	11	0	NA	NA	NA	NA	NA	no	no	1	1
2217	57	H17V	high	virus	6	44	30.06.2016	86	24.09.2016	1	34	15	20	0	NA	NA	NA	NA	NA	no	no	1	1
2218	58	H18V	high	virus	6	44	30.06.2016	86	24.09.2016	1	0	1	0	0	NA	NA	NA	NA	NA	no	no	1	0
2219	59	H19C	high	control	5	44	30.06.2016	86	24.09.2016	1	68	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
2220	60	H20C	high	control	5	44	30.06.2016	86	24.09.2016	1	35	14	23	0	NA	NA	NA	NA	NA	no	no	1	1
2221	1	C1V	control	virus	2	45	30.06.2016	87	25.09.2016	1	39	15	20	0	NA	NA	NA	NA	NA	no	no	1	1
2222	2	C2C	control	control	1	45	30.06.2016	87	25.09.2016	1	53	14	18	0	NA	NA	NA	NA	NA	no	no	1	1
2223	3	C3C	control	control	1	45	30.06.2016	87	25.09.2016	1	70	2	10	0	NA	NA	NA	NA	NA	no	no	1	1
2224	4	C4V	control	virus	2	45	30.06.2016	87	25.09.2016	1	29	12	17	0	NA	NA	NA	NA	NA	no	no	1	1
2225	5	C5V	control	virus	2	45	30.06.2016	87	25.09.2016	1	30	7	4	0	NA	NA	NA	NA	NA	no	no	1	1
2226	6	C6C	control	control	1	45	30.06.2016	87	25.09.2016	1	27	18	11	0	NA	NA	NA	NA	NA	no	no	1	1
2227	7	C7C	control	control	1	45	30.06.2016	87	25.09.2016	1	31	14	16	0	NA	NA	NA	NA	NA	no	no	1	1
2228	8	C8V	control	virus	2	45	30.06.2016	87	25.09.2016	1	98	1	1	0	NA	NA	NA	NA	NA	no	no	1	1
2229	9	C9C	control	control	1	45	30.06.2016	87	25.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2230	10	C10C	control	control	1	45	30.06.2016	87	25.09.2016	1	52	6	20	0	NA	NA	NA	NA	NA	no	no	1	1
2231	11	C11V	control	virus	2	45	30.06.2016	87	25.09.2016	1	38	11	17	0	NA	NA	NA	NA	NA	no	no	1	1
2232	12	C12C	control	control	1	45	30.06.2016	87	25.09.2016	1	34	23	16	0	NA	NA	NA	NA	NA	no	no	1	0
2233	13	C13V	control	virus	2	45	30.06.2016	87	25.09.2016	1	7	5	7	0	NA	NA	NA	NA	NA	no	no	1	1
2234	14	C14C	control	control	1	45	30.06.2016	87	25.09.2016	1	31	27	18	0	NA	NA	NA	NA	NA	no	no	1	1
2235	15	C15V	control	virus	2	45	30.06.2016	87	25.09.2016	1	35	13	17	0	NA	NA	NA	NA	NA	no	no	1	0
2236	16	C16V	control	virus	2	45	30.06.2016	87	25.09.2016	1	39	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
2237	17	C17V	control	virus	2	45	30.06.2016	87	25.09.2016	1	18	14	18	0	NA	NA	NA	NA	NA	no	no	1	1
2238	18	C18V	control	virus	2	45	30.06.2016	87	25.09.2016	1	1	32	6	0	NA	NA	NA	NA	NA	no	no	1	1
2239	19	C19C	control	control	1	45	30.06.2016	87	25.09.2016	1	45	24	11	0	NA	NA	NA	NA	NA	no	no	1	1
2240	20	C20C	control	control	1	45	30.06.2016	87	25.09.2016	1	33	18	17	0	NA	NA	NA	NA	NA	no	no	1	1
2241	21	L1V	low	virus	4	45	30.06.2016	87	25.09.2016	1	36	15	13	0	NA	NA	NA	NA	NA	no	no	1	1
2242	22	L2V	low	virus	4	45	30.06.2016	87	25.09.2016	1	32	15	14	0	NA	NA	NA	NA	NA	no	no	1	1
2243	23	L3C	low	control	3	45	30.06.2016	87	25.09.2016	1	40	20	16	0	NA	NA	NA	NA	NA	no	no	1	0
2244	24	L4C	low	control	3	45	30.06.2016	87	25.09.2016	1	37	15	19	0	NA	NA	NA	NA	NA	no	no	1	1
2245	25	L5V	low	virus	4	45	30.06.2016	87	25.09.2016	1	49	21	12	0	NA	NA	NA	NA	NA	no	no	1	1
2246	26	L6C	low	control	3	45	30.06.2016	87	25.09.2016	1	46	20	13	0	NA	NA	NA	NA	NA	no	no	1	1
2247	27	L7C	low	control	3	45	30.06.2016	87	25.09.2016	1	28	15	11	0	NA	NA	NA	NA	NA	no	no	1	1
2248	28	L8C	low	control	3	45	30.06.2016	87	25.09.2016	1	38	4	19	0	NA	NA	NA	NA	NA	no	no	1	1
2249	29	L9V	low	virus	4	45	30.06.2016	87	25.09.2016	1	44	8	15	0	NA	NA	NA	NA	NA	no	no	1	1
2250	30	L10V	low	virus	4	45	30.06.2016	87	25.09.2016	1	27	11	16	0	NA	NA	NA	NA	NA	no	no	1	0
2251	31	L11C	low	control	3	45	30.06.2016	87	25.09.2016	1	33	16	12	0	NA	NA	NA	NA	NA	no	no	1	1
2252	32	L12V	low	virus	4	45	30.06.2016	87	25.09.2016	1	23	7	19	0	NA	NA	NA	NA	NA	no	no	1	1
2253	33	L13V	low	virus	4	45	30.06.2016	87	25.09.2016	1	30	16	17	0	NA	NA	NA	NA	NA	no	no	1	1
2254	34	L14C	low	control	3	45	30.06.2016	87	25.09.2016	1	36	12	16	0	NA	NA	NA	NA	NA	no	no	1	0
2255	35	L15V	low	virus	4	45	30.06.2016	87	25.09.2016	1	36	26	17	0	NA	NA	NA	NA	NA	no	no	1	1
2256	36	L16V	low	virus	4	45	30.06.2016	87	25.09.2016	1	7	41	6	0	NA	NA	NA	NA	NA	no	no	1	1
2257	37	L17C	low	control	3	45	30.06.2016	87	25.09.2016	1	52	17	18	0	NA	NA	NA	NA	NA	no	no	1	1
2258	38	L18C	low	control	3	45	30.06.2016	87	25.09.2016	1	39	18	14	0	NA	NA	NA	NA	NA	no	no	1	1
2259	39	L19C	low	control	3	45	30.06.2016	87	25.09.2016	1	33	14	22	0	NA	NA	NA	NA	NA	no	no	1	1
2260	40	L20V	low	virus	4	45	30.06.2016	87	25.09.2016	1	58	10	18	0	NA	NA	NA	NA	NA	no	no	1	1
2261	41	H1V	high	virus	6	45	30.06.2016	87	25.09.2016	1	78	2	13	0	NA	NA	NA	NA	NA	no	no	1	1
2262	42	H2C	high	control	5	45	30.06.2016	87	25.09.2016	1	37	14	16	0	NA	NA	NA	NA	NA	no	no	1	1
2263	43	H3V	high	virus	6	45	30.06.2016	87	25.09.2016	1	34	16	13	0	NA	NA	NA	NA	NA	no	no	1	1
2264	44	H4C	high	control	5	45	30.06.2016	87	25.09.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
2265	45	H5V	high	virus	6	45	30.06.2016	87	25.09.2016	1	20	19	14	0	NA	NA	NA	NA	NA	no	no	1	1
2266	46	H6C	high	control	5	45	30.06.2016	87	25.09.2016	1	33	22	18	0	NA	NA	NA	NA	NA	no	no	1	1
2267	47	H7C	high	control	5	45	30.06.2016	87	25.09.2016	1	35	9	16	0	NA	NA	NA	NA	NA	no	no	1	1
2268	48	H8V	high	virus	6	45	30.06.2016	87	25.09.2016	1	36	7	17	0	NA	NA	NA	NA	NA	no	no	1	1
2269	49	H9V	high	virus	6	45	30.06.2016	87	25.09.2016	1	24	14	22	0	NA	NA	NA	NA	NA	no	no	1	1
2270	50	H10C	high	control	5	45	30.06.2016	87	25.09.2016	1	35	24	15	0	NA	NA	NA	NA	NA	no	no	1	1
